"","code","number","title","units","time","description","effective","GE"
"3457","ENM","499","Research ","1-12"," Variable","Prerequisite(s): Consent of Instructor. (H/P/F grading only.) "," 1997 Winter",NA
"3458","ENT","001","Art, Science and the World of Insects ","3"," Laboratory—3 hours; Lecture—3 hours","Fusion of entomology and art to create an appreciation of insect biology, ecology, interactions with humans and importance in human culture. Multidisciplinary approaches in education and career paths in entomology and art will be highlighted. "," 2013 Fall Quarter."," AH, OL, SE, SS, VL, WE. "
"3459","ENT","002","Biodiversity ","3"," Lecture—2 hours; Lecture/Discussion—1 hour","Introduction to nature, scope and geographical distribution of biodiversity (diversity of life, with emphasis on plants and animals, especially insects).Humans and biodiversity - domestication, aesthetics, ethics and valuation.Species richness and ""success"".Biodiversity through time; monitoring, evaluation and conservation.Biomes-global, continental and Californian. (EVE 002.) "," 2013 Fall Quarter."," SE, SL, WE. "
"3460","ENT","010","Natural History of Insects ","3"," Lecture—3 hours","Introduction to the insects detailing their great variety, structures and functions, habits, and their significance in relation to plants and animals including man. Designed for students not specializing in entomology. Not open for credit to students who have had ENT 100, but students who have taken this course may take ENT 100 for credit. ",""," SE, SL. "
"3461","ENT","090X","Special Topics in Entomology ","2"," Seminar—2 hours","Prerequisite(s): Consent of Instructor. Freshman seminar course for indepth examination of a special topic within the subject area. May be repeated up to 2 time(s). (P/NP grading only.) "," 2013 Fall Quarter.",NA
"3462","ENT","092","Internship ","1-12"," Variable—3-36 hours","Prerequisite(s): Consent of Instructor. Work-learn experience on and off campus in all subject areas offered by the department, supervised by a member of the faculty. May be repeated up to 12 unit(s). (P/NP grading only.) "," 2013 Fall Quarter.",NA
"3463","ENT","099","Special Study for Undergraduates ","1-5"," Effective: 2013 Fall Quarter.",NA,NA,NA
"3464","ENT","100","General Entomology ","4"," Lecture—3 hours; Term Paper—1 hour","Prerequisite(s): BIS 001B Biology, anatomy, physiology, development, classification, ecology and relation of insects to human welfare. "," 2013 Fall Quarter."," WE. "
"3465","ENT","100L","General Entomology Laboratory ","2"," Laboratory—6 hours","Prerequisite(s): ENT 100 (can be concurrent) Anatomy, development, population ecology, methods of collecting, classification and identification of insects of all orders and of major families. "," 2013 Fall Quarter."," VL. "
"3466","ENT","101","Functional Insect Morphology ","3"," Laboratory—3 hours; Lecture—2 hours","Prerequisite(s): ENT 100 Study of the basic external and internal structures, organs and tissues of insects, with emphasis on functional systems. Functional anatomy, histology and fine structures of important organs and tissues will be discussed. ","",NA
"3467","ENT","102","Insect Physiology ","4"," Discussion—1 hour; Lecture—3 hours","Prerequisite(s): ENT 100; Or course in physiology or invertebrate zoology. Processes by which insects maintain themselves, reproduce, and adapt to environment. Insects as models for basic/applied research through detailed analysis of metabolic, physiological, and behavioral processes. Emphasis on analysis of methodology, fact, and theory. "," 2013 Fall Quarter."," SE, WE. "
"3468","ENT","103","Insects Systematics ","3"," Discussion—1 hour; Lecture—2 hours","Prerequisite(s): Introductory course in zoology or entomology. Principles and methods of systematics, with particular reference to insects. Emphasis on different theories of classification, and analysis of phylogenetic relationships. "," 2013",NA
"3469","ENT","104","Behavioral Ecology of Insects ","3"," Lecture—3 hours","Prerequisite(s): Introductory biology or zoology. Basic principles and mechanisms of insect behavior and ecology. An evolutionary approach to understanding behavioral ecology of insects. "," 2013 Fall Quarter.",NA
"3470","ENT","105","Insect Ecology ","4"," Lecture/Discussion—3 hours; Term Paper","Prerequisite(s): BIS 002B (can be concurrent); Consent of Instructor. Introduction to insect ecology combining fundamental concepts and questions in ecology with ideas, hypotheses and insights from insects. Integrates aspects of individual, population, community and ecosystem ecology. "," 2017 Fall"," OL, SE, SL, WE. "
"3471","ENT","107","California Insect Diversity ","5"," Fieldwork—6 hours; Laboratory—6 hours; Lecture—1 hour","Prerequisite(s): An introductory course in entomology. Survey of the diversity of insects from selected ecological zones in California with emphasis on collection, identification, and natural history. "," 2013 Fall"," SE. "
"3472","ENT","109","Field Taxonomy and Ecology ","7"," Laboratory—36 hours; Lecture—2 hours","Prerequisite(s): An introductory course in entomology or consent of instructor. "," 2013 Fall Quarter."," SE. "
"3473","ENT","110","Arthropod Pest Management ","5"," Laboratory—6 hours; Lecture—3 hours","Prerequisite(s): BIS 001B Development of the ecological basis for the integrated pest management paradigm with emphasis on agriculture. Ecological and practical aspects of control tactics. Laboratory emphasizes identification of pests and beneficials of agriculture and urban situations. "," 2013 Fall Quarter."," SE, WE. "
"3474","ENT","116","Freshwater Macroinvertebrates ","3"," Laboratory—3 hours; Lecture—2 hours","Prerequisite(s): BIS 002B; Or equivalent. Limited enrollment. Biology, ecology and taxonomy of freshwater macroinvertebrates, including insects, crustaceans, molluscs, worms, leeches, flatworms and others. Adaptations to life in freshwater. Aquatic food webs. Uses of macroinvertebrates in water quality monitoring. Field trips during regular lab hours. "," 2013 Fall Quarter."," SE, SL. "
"3475","ENT","116L","Aquatic Insect Collection ","2"," Fieldwork—2 hours; Laboratory—4 hours","Prerequisite(s): ENT 100L or ENT 116 (can be concurrent); Or prior experience with insect/arthropod identification to Family level. Restricted to 25 students. Collection of aquatic insects and identification to the Family level. Collections will require two, one-day weekend field trips (by arrangement). Collection requirement is 40 Families. "," 2016 Fall Quarter.",NA
"3476","ENT","117","Longevity ","4"," Lecture—3 hours; Term Paper—1 hour","Prerequisite(s): Upper division standing or consent of instructor. Nature, origin, determinants, and limits of longevity with particular reference to humans; emphasis on implications of findings from non-human model systems including natural history, ecology and evolution of life span; description of basic demographic techniques including life table methods. (HDE 117.) "," 2013 Fall Quarter."," SE, SL, WE. "
"3477","ENT","119","Apiculture ","3"," Lecture—3 hours","Biology and behavior of honeybees; communication, orientation, social organization, foraging activities, honey production, pollination activities. "," 2016 Fall Quarter."," OL, SE, VL, WE. "
"3478","ENT","123","Plant-Virus-Vector Interaction ","3"," Lecture—3 hours","Prerequisite(s): BIS 002A; BIS 101; PLB 105, PLP 120, and ENT 100 recommended. Analysis of interactions necessary for viruses to infect plants.Interactions among insect vectors and host plants involved in the plant-virus life cycle. Evolutionary aspects of the molecular components in viral infection and modern approaches to the interdiction of viral movement. (PBI 123 and PLP 123.) "," 2014 Winter Quarter."," SE, SL, WE. "
"3479","ENT","135","Introduction to Biological Control ","4"," Laboratory—3 hours; Lecture—3 hours","Prerequisite(s): ENT 100 or ENT 110 "," 2013 Fall",NA
"3480","ENT","153","Medical Entomology ","3"," Lecture—3 hours","Prerequisite(s): BIS 001A; BIS 001B; Upper division standing in one of the biological sciences, or consent of instructor. Basic biology and classification of medically important arthropods with special emphasis on the ecology of arthropodborne diseases and principles of their control. Relationships of arthropods to human health. "," 2013 Fall"," SE, SL, WE. "
"3481","ENT","156","Biology of Parasitism ","3"," Lecture/Discussion—3 hours","Prerequisite(s): BIS 001A; or Consent of Instructor. Lectures on the biological and ecological aspects affecting host-parasite relationships using selected examples from protozoan and metazoan fauna. "," 2013 Fall Quarter."," SE. "
"3482","ENT","156L","Biology of Parasitism Laboratory ","1"," Laboratory—3 hours","Prerequisite(s): ENT 156 (can be concurrent); ENT 156 required concurrently or consent of instructor. Laboratory demonstrations using selected examples of protozoan and metazoan organisms along with various techniques used in parasitology to exemplify concepts presented in the lecture course. "," 2013 Fall Quarter."," SE. "
"3483","ENT","158","Forensic Entomology ","3"," Laboratory—4 hours; Lecture—2 hours","Prerequisite(s): BIS 001B or ENT 100; Upper division standing. Arthropods, their general biology, succession, developmental cycles and population biology in matters of criminal prosecution and civil litigation. Emphasis on basic arthropod biology, ecological and developmental concepts and methods, development of reasoning abilities, implication, development of opinions and evidence. "," 2013 Fall Quarter."," WE. "
"3484","ENT","180A","Experimental Ecology and Evolution in the Field ","4"," Fieldwork—3 hours; Lecture/Lab—3 hours","Prerequisite(s): (ENT 105 or ESP 100); EVE 100; EVE 101 Experimental design in field ecology. Examination of primary literature, experimental design, independent and collaborative research, analysis of data, development of original research paper based on field experiments. (EVE 180A.) "," 2014 Winter Quarter."," QL, SE, VL. "
"3485","ENT","180B","Experimental Ecology and Evolution in the Field ","4"," Fieldwork—3 hours; Lecture/Lab—3 hours","Prerequisite(s): (EVE 180A or ENT 180A); (EVE 100 or EVE 101 or ESP 100); ENT 105 Experimental design in field ecology. Examination of primary literature, experimental design, independent and collaborative research, analysis of data, development of original research paper based on field experiments. (EVE 180B.) "," 2014 Winter Quarter."," QL, SE, VL, WE. "
"3486","ENT","192","Internship ","1-12"," Internship—3-36 hours","Prerequisite(s): Consent of Instructor. Completion of 84 units. Laboratory experience or fieldwork off and on campus in all subject areas offered in the Department of Entomology. Internships supervised by a member of the faculty. (P/NP grading only.) ","",NA
"3487","ENT","197T","Tutoring in Entomology ","1-3"," Discussion—1-3 hours","Leading small discussion groups. Preview assignments and prepare guidelines for discussion. (P/NP grading only.) "," 2013 Fall Quarter.",NA
"3488","ENT","198","Directed Group Study ","1-5"," Variable","Prerequisite(s): Consent of Instructor. (P/NP grading only.) "," 2013 Fall Quarter.",NA
"3489","ENT","199","Special Study for Advanced Undergraduates ","1-5"," Variable","(P/NP grading only.) "," 2013 Fall Quarter.",NA
"3490","ENT","212","Molecular Biology of Insects and Insect Viruses ","3"," Lecture—3 hours","Prerequisite(s): Consent of Instructor. A molecular biological analysis of insect systematics, physiology, and defense mechanisms. Molecular biology of insect viruses. Baculovirus expresion vectors and post-translation modification of expressed polypeptides. Biological control of using neuropeptides and toxin genes in insect viruses. "," 2013 Fall Quarter.",NA
"3491","ENT","214","Vector-borne Infectious Diseases: Changing Patterns ","2"," Lecture/Discussion—2 hours","Prerequisite(s): Open to graduate students, MPVM and MPH students, DVM and medical students with second- or third-year standing. Open to upper division undergraduate students with consent of instructor(s). Vector-borne infectious diseases especially as they relate to changing patterns associated with climatic changes, trade and population movement. (PMI 214.) "," 2013 Fall Quarter.",NA
"3492","ENT","225","Terrestrial Field Ecology ","4"," Fieldwork—12 hours; Seminar—1 hour","Prerequisite(s): Introductory ecology and introductory statistics or consent of instructor. A field course conducted over spring break and four weekends at Bodega Bay, emphasizing student projects. Ecological hypothesis testing, data gathering, analysis and written and oral presentation of results. (ECK 225 and PBG 225.) "," 2013 Fall Quarter.",NA
"3493","ENT","230","Advanced Biological Control ","4"," Laboratory—6 hours; Lecture—2 hours","Prerequisite(s): Graduate or upper division standing in biological science or consent of instructor. Principles and current issues in biological control of arthropod pests and weeds; laboratory devoted to identification and life history of the major groups of parasitic and predaceous arthropods. "," 2013 Fall Quarter.",NA
"3494","ENT","253","Advanced Medical Entolomogy ","3"," Discussion—1 hour; Lecture—2 hours","Prerequisite(s): One upper division course in Entomology (other than ENT 153) and one course in Microbiology: ENT 153 strongly recommended. An analysis of several anthropod-borne human diseases with emphasis on the relationships of the biology of the vector to the ecology of the disease. Discussion includes demonstration of vectors and techniques. "," 2013 Fall Quarter.",NA
"3495","ENT","290","Exploratory Topics in Entomology ","2"," Seminar—2 hours","Interdisciplinary topics in entomology, including innovative applications of entomological concepts to other fields of research and human endeavor (e.g. medicine, technology, art, criminology). May be repeated up to 8 unit(s) when topic differs. "," 2013 Fall Quarter.",NA
"3496","ENT","291","Current topics in Medical and Veterinary Entomology ","2"," Seminar—2 hours","Prerequisite(s): ENT 153 Discussions of parasitology, ecology and epidemiology related to vectors of pathogens causing disease in humans and animals. May be repeated up to 1 time(s). "," 2013 Fall Quarter.",NA
"3497","ENT","292","Current Topics in Insect Physiology and Behavior ","2"," Seminar—2 hours","Prerequisite(s): ENT 102 if topic is physiology, a course in behavior if topic is behavior, or either if topic bridges both. Analysis of contemporary advances in insect physiology, biochemistry and/or behavior. Interpretation and description of physiological and behavioral mechanisms and functions. Application of general principles to solution of problems in the laboratory and field. May be repeated up to 8 unit(s) topic differs. "," 2013 Fall Quarter.",NA
"3498","ENT","293N","Current Topics in Insect Biotechnology and Genomics ","2"," Seminar—2 hours","Prerequisite(s): ENT 212 Discussion of advances in insect biotechnology, including genetic engineering and genomics. May be repeated up to 6 unit(s) topic differs. "," 2013 Fall Quarter.",NA
"3499","ENT","294","Current topics in Insect Ecology, Evolution, and Systematics ","2"," Seminar—2 hours","Prerequisite(s): ENT 103; General course in ecology or evolution. Discussions of advanced topics in ecology, evolution and systematics with emphasis on analysis of factors influencing the distribution, abundance, adaptations and evolutionary relationships of insects. Includes consideration of applications of basic theory (e.g. biological control). May be repeated up to 8 unit(s) topic differs. "," 2013 Fall Quarter.",NA
"3500","ENT","295","Current Topics in Agricultural Entomology and Bee Biology ","2"," Seminar—2 hours","Prerequisite(s): ENT 110 if topic relates to pests and beneficial predators; ENT 119 if topic is bee biology; either if topic bridges both. Discussion of advanced topics about the biology, ecology, behavior, and management of pest and beneficial insects. May be repeated up to 8 unit(s) if topic differs. "," 2013 Fall Quarter.",NA
"3501","ENT","297N","Seminar in Entomology ","1"," Seminar—1 hour","Weekly Entomology seminar. May be repeated up to 9 unit(s) topic differs. (S/U grading only.) "," 2013 Summer Quarter.",NA
"3502","ENT","298","Group Study ","1-5"," Variable","(S/U grading only.) "," 2013 Fall Quarter.",NA
"3503","ENT","299","Research ","1-12"," Variable","(S/U grading only.) "," 2013 Fall Quarter.",NA
"3504","ENV","200A","Analysis of Environmental Management and Policy ","4"," Lecture—4 hours","Prerequisite(s): Graduate standing. Introduction to rational decision making for public policy problems. Modeling natural/human system interactions, data gathering and hypothesis testing. Predicting outcomes of policy options. "," 2017 Fall Quarter.",NA
"3505","ENV","200B","Environmental Policy Evaluation ","4"," Discussion—1 hour; Lecture—2 hours; Seminar—2 hours","Prerequisite(s): (STA 108 or ARE 106); ARE 176; Intermediate microeconomics (e.g., ECN 100); policy analysis (e.g., ESP 168A or the equivalent). Method and practice, philosophical basis, and political role of policy analysis. Reviews basic concepts from economic theory; how and why environmental problems emerge in a market economy; and tools necessary for solving environmental problems. (ECL 212B and ESP 212B.) "," 2018 Winter Quarter.",NA
"3506","ENV","200C","Environmental Policy Process ","4"," Discussion—1 hour; Lecture—3 hours","Prerequisite(s): Course in public policy (e.g., ESP 160); environmental law (e.g., ESP 161); course in statistics (e.g., SOC 106 or ARE 106). Introduction to selected theories of the policy process and applications to the field of environmental policy. Develops critical reading skills, understanding of policy theory, and an ability to apply multiple theories to the same phenomena. (ECL 212A and ESP 212A.) "," 2017 Fall Quarter.",NA
"3507","ENV","201","Environmental Law ","3"," Lecture—3 hours","Prerequisite(s): Graduate standing. Roles of legislatures, agencies, and courts in creating and interpreting law; legal strategies for addressing environmental problems; major environmental statutes; and the relationship between federal and state/local legal authority. "," 2018 Spring Quarter.",NA
"3508","ENV","202","Strategies of Environmental Administration and Management ","4"," Lecture—4 hours","Bureaucracy and public management, organizational theory, analysis of environmental management by US agencies, NGOs, and business. Overview of natural resource management, analyzes the strengths and limitations of different administrative approaches. "," 2017 Fall Quarter.",NA
"3509","ENV","203","Environmental Policy Clinic ","4"," Laboratory—4 hours","Prerequisite(s): Graduate standing. Teams of students analyze an environmental policy problem from scientific, legal, and economic perspectives. Hands-on learning partnering with rotating clients. May be repeated up to 1 time(s) - once in winter and once in spring. "," 2018 Winter Quarter.",NA
"3510","ENV","296","Environmental Policy and Management Practicum ","2-6"," Internship—0.5 hours","Prerequisite(s): Consent of Instructor. Practicum experience integrating coursework into an applied professional setting. May be repeated for credit. (S/U grading only.) "," 2017 Fall Quarter.",NA
"3511","ENV","297","Professional Development Seminar ","1"," Seminar—2 hours","Prerequisite(s): Graduate standing. Weekly seminar inviting policy and management professionals to come and discuss their challenges and achievements. May be repeated up to 6 unit(s). (S/U grading only.) "," 2018 Spring Quarter.",NA
"3512","EPI","202","Quantitative Epidemiology I: Probability ","5"," Laboratory—2 hours; Lecture—4 hours","Prerequisite(s): ((MAT 016A, MAT 016B) or (MAT 017A, MAT 017B) or (MAT 021A, MAT 021B)); STA 102; STA 108; or Population Health and Reproduction 402 and 403 or equivalent of any listed course; concurrent or previous enrollment in a basic epidemiology course (e.g., course 205). Foundations in probability for epidemiologists. Emphasis on properties of and relationships between distributions and application of probability concepts to epidemiology. Includes a mathematical skills laboratory to assist in solution of epidemiologic problems. "," 2013 Fall Quarter.",NA
"3513","EPI","203","Quantitative Epidemiology II: Statistical Inference ","4"," Discussion/Laboratory—1 hour; Lecture—3 hours","Prerequisite(s): (EPI 202 or STA 130A or STA 131A or STA 133); EPI 205; A basic course in Epidemiology (EPI 205 or equivalent). Provides the mathematical statistics foundation for statistical models, methods, and data analysis. ","",NA
"3514","EPI","204","Quantitative Epidemiology III: Statistical Models ","4"," Discussion/Laboratory—1 hour; Lecture—3 hours","Prerequisite(s): (EPI 203 or STA 130B or STA 131B or STA 133); EPI 205; STA 108 recommended; a basic course in Epidemiology (EPI 205 or equivalent); consent of instructor. Introduces statistical models, methods, and data analysis in the areas of generalized linear model and survival analysis methodology. "," 2014 Spring",NA
"3515","EPI","204A","Foundation of Statistical Models, Methods, and Data Analysis for Scientists ","4"," Discussion/Laboratory—1 hour; Lecture—3 hours","Prerequisite(s): STA 130A or STA 131A or STA 133; EPI 228 recommended. Provides the mathematical statistics foundation for statistical models, methods, and data analysis. "," 2006 Winter Quarter.",NA
"3516","EPI","204B","Statistical Models, Methods, and Data Analysis for Scientists ","4"," Discussion/Laboratory—1 hour; Lecture—3 hours","Prerequisite(s): EPI 204A; STA 108 recommended. Introduces statistical models, methods, and data analysis in the areas of generalized linear, survival, and correlated data methodology. "," 2006 Winter Quarter.",NA
"3517","EPI","205","Principles of Epidemiology ","4"," Lecture—4 hours","Prerequisite(s): MPM 202; or Consent of Instructor. An introductory statistics course. Basic epidemiologic concepts and approaches to epidemiologic research, with examples from veterinary and human medicine, including outbreak investigation, infectious disease epidemiology, properties of tests, and an introduction to epidemiologic study design and surveillance. (MPM 205.) "," 2017 Winter Quarter.",NA
"3518","EPI","205B","Integration of Epidemiologic Concepts ","2"," Discussion—2 hours","In-depth analysis and integration of basic epidemiologic concepts and approaches to epidemiologic research presented in Preventive Veterinary Medicine 405/course 205A, with more mathematical and theoretical basis and examples from veterinary and human medicine, including outbreak investigation, infectious disease epidemiology, properties of diagnostic tests, study design, and surveillance. "," 1999 Fall Quarter.",NA
"3519","EPI","206","Epidemiologic Study Design ","4"," Discussion—9 hours; Laboratory—2 hours; Lecture—30 hours","Prerequisite(s): EPI 205; or Consent of Instructor. Builds on concepts presented in course 205. Concepts of epidemiologic study design—clinical trials, observational cohort studies, case control studies—introduced in course 205A are covered in more depth, using a problem-based format. Discussion of published epidemiologic studies. (MPM 206.) "," 2014 Spring Quarter.",NA
"3520","EPI","207","Advanced Epidemiologic Methodology ","4"," Lecture/Discussion—4 hours","Prerequisite(s): EPI 206 In-depth integration of advanced epidemiological concepts. Theory, methods, and applications for observational studies including random and systematic error, confounding, counterfactuals, causal inference, effect modification, internal and external validity, estimability, and interpretation of effect measures, and advanced study designs. (SPH 207.) "," 2016 Winter Quarter.",NA
"3521","EPI","208","Analysis and Interpretation of Epidemiologic Data ","3"," Laboratory—21 hours; Lecture—16 hours; Project (Term Project)","Prerequisite(s): EPI 204 (can be concurrent); EPI 207; (STA 144 or PHR 202); And entry level skill in standard statistical software (eg. SPSS, BMDP, SAS, Stata, MinTab, S-Plus). Application of theory and concepts of statistics and epidemiology to analysis and interpretation of data typically found in veterinary and human epidemiologic research. "," 2001 Spring Quarter.",NA
"3522","EPI","209","History of Epidemiology in Public Health ","2"," Discussion—1.5 hours; Lecture—0.5 hours","Introduction to the history of epidemiology in solving major public health problems. Original historical articles will be read/discussed. Topics may include: infectious disease, accidents/adverse events, nutritional deficiencies, community vaccination trials, occupational exposures, cancer, birth defects, cardiovascular disease, and smoking. (SPH 209.) "," 2014 Fall Quarter.",NA
"3523","EPI","220","Problems in Epidemiologic Study Design ","4"," Lecture—3 hours; Term Paper","Prerequisite(s): MPM 405; STA 102; STA 106; or the equivalent; MPM 406 or the equivalent; PHR 207 required concurrently. Design and development of research protocols and funding applications for peer review. Application of research methods data collection and management and statistical analysis in research proposals. Methods of evaluating research proposals, mechanisms of funding, specifying human subjects considerations. "," 1997",NA
"3524","EPI","222","Epidemiological Modeling ","3"," Laboratory—3 hours; Lecture—2 hours","Prerequisite(s): MPM 405 Techniques of model building and simulation of infectious diseases will be explored. Epidemiologic modeling philosophy, construction and validation will be emphasized. "," 1997 Winter Quarter.",NA
"3525","EPI","223","Spatial Epidemiology ","3"," Laboratory—3 hours; Lecture—2 hours","Prerequisite(s): EPI 205A or MPM 205 Geographic Information Systems (GIS) and spatial statistics. Students are expected to complete a term project based on their graduate research. "," 1997 Winter Quarter.",NA
"3526","EPI","224","Health and Ecological Risk Analysis ","4"," Laboratory—4 hours; Lecture—2 hours","Methodological approach to risk analysis for human and animal-related health and ecological issues. Basic principles of risk analysis, including perception, communication, assessment and management. Emphasis on the assessment of risk. ","",NA
"3527","EPI","225","Advanced Topics in Epidemiology Methods ","2"," Discussion—2 hours","Prerequisite(s): EPI 205B; EPI 206; EPI 207; Or equivalents, with consent of instructor. An in-depth study of topics in epidemiology theory and methods, selected from: causal inference, confounding, study design, or other related areas, with year to year variation. Readings are assigned and students are expected to lead discussions on them. May be repeated for credit when topic differs. "," 2006 Winter Quarter.",NA
"3528","EPI","226","Methods for Longitudinal and Repeated Measurement Data ","3"," Discussion—1 hour; Lecture—2 hours","Prerequisite(s): EPI 204; or Consent of Instructor. Mixed models for longitudinal data (LD)/repeated measurements; Mean and covariance models; General linear LD models; Random coefficients models; Linear mixed effects models for continuous outcome; Generalized linear mixed effects model for discrete outcome including binary, ordinal and count data. "," 2009 Fall Quarter.",NA
"3529","EPI","229","Geographic Information Systems for Health Professionals ","4"," Laboratory—6 hours; Lecture—2 hours","Emphasis on basic geographic and data management principles. Focus on software proficiency in application to analyzing/solving health-related problems. For graduate and professional students in epidemiology, public health, preventive veterinary medicine, health informatics with interest in spatial techniques in research. ","",NA
"3530","EPI","230","Introduction to Molecular Epidemiology ","3"," Lecture/Discussion—3 hours","Prerequisite(s): EPI 205 Overview of the modern field of molecular epidemiology. Integrates molecular biology into traditional epidemiologic research by identifying pathways, molecules and genes that influence the risk of developing disease. "," 2014 Fall",NA
"3531","EPI","231","Infectious Disease Epidemiology ","3"," Discussion—1 hour; Lecture—2 hours","Prerequisite(s): Introductory epidemiology course (e.g., EPI 205). Infectious disease epidemiology and prevention, with emphasis on human and veterinary diseases of global health importance. Major global health epidemics and challenges of infectious diseases, by mode of transmission. "," 2017 Spring Quarter.",NA
"3532","EPI","232","Advanced Data Analysis with SAS ","3"," Lecture—3 hours","Prerequisite(s): EPI 202; EPI 203; EPI 204; or the equivalent, or Consent of Instructor. Provide an overview of common advanced statistical methods as well as a treatment of how to use SAS to implement them. Learn the ideas of reproducible research and reporting of statistical analyses. "," 2017 Winter Quarter.",NA
"3533","EPI","240","Principles of Injury Epidemiology ","3"," Lecture/Discussion—3 hours","Overview of the epidemiology of human injury, including general principles, surveillance methods, behavioral factors, environmental factors, treatment issues and engineering and legal interventions related to vehicular injuries, drownings, falls, fires and burns, poisonings, firearm injuries, and other intentional injuries. "," 1997 Winter Quarter.",NA
"3534","EPI","251","Environmental Epidemiology ","3"," Lecture—3 hours","Prerequisite(s): MPM 405 (can be concurrent); Upper division undergraduates who have completed EST 126; or the equivalent. Examination of the human health effects and the risk of disease from community, occupational, and personal exposure to toxic substances. "," 1997 Winter Quarter.",NA
"3535","EPI","252","Social Epidemiology ","2"," Lecture/Discussion—2 hours","Prerequisite(s): EPI 205A; and Consent of Instructor. Social determinants of health; psychosocial and physiological pathways; health and social inequality; gender and racial/ethnic disparities in health; social support, social cohesion and health; social gradient in behavioral risk factors; social ecological approaches to health intervention; interventions addressing social determinants. (SPH 252.) "," 2009 Spring Quarter.",NA
"3536","EPI","260","Epidemiology of Chronic Diseases and Aging ","3"," Lecture/Discussion—3 hours","Overview of the epidemiology of chronic disease in old age. Topics include biology of aging, epidemiology of cardiovascular disease, neoplasms, osteoporosis and fractures, psychosocial factors and health in old age, dementias, functional status and prevention of disease. "," 1997 Winter Quarter.",NA
"3537","EPI","270","Research Methods in Occupational Epidemiology ","3"," Lecture/Discussion—3 hours","Prerequisite(s): (EPI 205A or MPM 205); (MPM 202 or STA 102) Methods used in epidemiologic research on occupational hazards. Topics include design and analysis of cohort and case-control studies, sample size, measuring dose, choosing a control group, validation of employment and health data, interpreting negative studies, and analysis software. "," 1997 Winter Quarter.",NA
"3538","EPI","272","Cancer Epidemiology ","2"," Discussion—1 hour; Recitation—1 hour","Prerequisite(s): EPI 205A; EPI 205B; EPI 206 (can be concurrent); STA 102; Must have basic understanding of epidemiologic and statistical concepts covered in the above courses. We will cover the underlying concepts essential to understanding cancer epidemiology, such as trends in incidence and survival, epidemiologic methods used to assess cancer etiology, prevention and control, and an introduction to the cancer initiation and progression multi-stage model. "," 2005 Winter Quarter.",NA
"3539","EPI","277","Mathematical Models in Epidemiology ","3"," Laboratory—2 hours; Lecture/Discussion—2 hours","Prerequisite(s): MPM 403; MPM 405; and Consent of Instructor. Although not required, students encouraged to refresh their knowledge of high school calculus and differential equations. Class size limited to 30 students. Theory of epidemics and mathematical modeling concepts for infectious diseases to include discrete and continuous time models, their use to explore disease dynamics and investigate prevention and control strategies for human and veterinary infectious diseases. (PHR 277.) "," 2013 Fall",NA
"3540","EPI","280","Introduction to SAS Programming ","3"," Discussion/Laboratory—1 hour; Lecture—2 hours","Prerequisite(s): Introductory statistics course (e.g., MPM 402, STA 102). Introduction to SAS, an integrated software system for data retrieval and management, data manipulation and programming. (SPH 280.) "," 2016 Fall Quarter.",NA
"3541","EPI","290","Seminars in Epidemiology ","0.5"," Seminar—0.5 hours","Faculty and students will present and lead discussion of ongoing or published epidemiologic research. (S/U grading only.) "," 2015 Winter Quarter.",NA
"3542","EPI","291","Seminars in Human Health Services Research and Clinical Epidemiology ","1"," Seminar—1 hour","Critical review, evaluation, and discussion of research in health services and clinical epidemiology. Presentation of statistical, epidemiologic, and econometric methods. Students present their own research and critique the work of others. May be repeated for credit. May be repeated for credit. (GMD 291.) (S/U grading only.) "," 1998 Fall Quarter.",NA
"3543","EPI","298","Group Study ","1-5"," Seminar—1-5 hours","Group study in selected areas of epidemiology. "," 1997 Winter",NA
"3544","EPI","299","Research ","1-12"," Variable","Research in selected areas of epidemiology. (S/U grading only.) "," 1997 Winter",NA
"3545","ESM","008","Water Quality at Risk ","3"," Discussion—1 hour; Lecture—2 hours","Not open to students who have successfully completed Environmental and Resource Sciences 8. (Formerly Environmental and Resource Sciences 8.) Natural and human threats to water quality. Balance of science and policy in all aspects of attaining, maintaining, and managing water quality, water contamination. Decoding popular media coverage of water quality and water contamination. (SAS 008.) "," 2011 Fall Quarter."," SE, SL, SS, WE. "
"3546","ESM","030","World Ecosystems & Geography ","3"," Lecture—3 hours","Not open to students who have successfully completed Environmental and Resource Sciences 30. (Formerly Environmental and Resource Sciences 30.) Introduction to the earth's major geographic regions and associated ecosystems, such as deserts, temperate forests, and oceans with an examination of how climate, vegetation regimes, ecological processes, agriculture and other human activities interact in different regions of the world. (ESP 030.) "," 2011 Fall Quarter."," SE, SL, WC. "
"3547","ESM","092","Internship ","1-12"," Internship—3-36 hours","Prerequisite(s): Consent of Instructor. Lower division standing. Work experience off and on campus in resource sciences. Internship supervised by a member of the faculty. May be repeated for credit. (P/NP grading only.) "," 2011 Fall Quarter.",NA
"3548","ESM","098","Directed Group Study ","1-5"," Variable—1-5 hours","Prerequisite(s): Consent of Instructor. Primarily for lower division students. (P/NP grading only.) "," 2011 Fall Quarter.",NA
"3549","ESM","098F","Student Facilitated Course Development ","1-3"," Variable—1-3 hours","Prerequisite(s): Consent of Instructor. Student-facilitated (taught) course intended for lower division students. (P/NP grading only.) "," 2016 Winter Quarter.",NA
